command_address,response_address,command_memory,response_memory,command_memory_count,response_memory_count,comm_read_function,comm_write_fun,resp_read_fun,resp_write_fun,sub_function,command_length,resp_length,gain,reset,deadband,cycletime,rate,setpoint,control_mode,control_scheme,pump,solenoid,crc_rate,measurement,time,result
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.9770107269287,1.22462488674413,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.241379737854,1.04656623744231,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,14.6781606674194,1.22351093506421,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.7471265792847,1.05116186698463,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,15.7011489868164,1.0724363487956,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.8160915374756,1.09734086488164,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.1724138259888,1.02870670361089,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.0574712753296,1.15374294665673,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,16.0574722290039,1.17441377560009,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,15.0804595947266,1.10572093376185,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.3678159713745,1.19876230227268,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,14.7586212158203,1.12475603939648,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.977011680603,1.10977808056791,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,1.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,15.6091957092285,1.25448846198197,b'5'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.7241382598877,1.21633764186593,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,14.2528743743896,1.28070297343272,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.5287351608276,1.02819386193222,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,16.0344829559326,1.23451762083297,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,14.5632181167603,1.04688168091787,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.18439180984924,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.8620681762695,1.180061307,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.5632181167603,1.09490648276029,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,15.4827575683594,1.07216673220963,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,15.8275861740112,1.01275720747825,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,16.0804595947266,1.28172000626092,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.8160924911499,1.13709786016915,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,15.5287351608276,1.13434997023832,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,14.8850574493408,1.23149821342101,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,6.51724100112915,1.1010741097694,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,6.40229892730713,1.29740913756995,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,6.31034469604492,1.28004301303862,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,6.16091918945312,1.07265348998672,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,6.06896543502808,1.18217013182902,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,5.96551704406738,1.10810342650502,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,5.85057497024536,1.22283063175389,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,5.74712657928467,1.0219293409809,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,5.620689868927,1.06462587869676,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,5.50574684143066,1.25390708572441,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,3.09195399284363,1.01043825297854,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,3.02298855781555,1.03992281816167,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.9540228843689,1.26033199549096,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.88505744934082,1.19716438331143,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.81609201431274,1.09120897374558,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.74712657928467,1.16516275130792,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.67816090583801,1.09437597135457,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.64367818832397,1.20486615212916,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,1.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.55172419548035,1.00265887901177,b'5'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.49425292015076,1.03561633300034,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.931034505367279,1.26246447666575,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.954023003578186,1.22701114934576,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.931034505367279,1.22898529684229,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.94252872467041,1.00569169839277,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,1.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.954023003578186,1.03298337377857,b'5'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.931034505367279,1.27173633703816,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.919540226459503,1.07768860325694,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.94252872467041,1.08565622295342,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.94252872467041,1.14099856385529,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.919540226459503,1.08475171473881,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.241379305720329,1.20626214927005,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.05455232272166,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.18250232789981,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.241379305720329,1.1007625884178,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.19929972976301,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.19538071686637,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.20522647860702,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.0163814178845,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.05390428714701,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.1340624575427,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.206896543502808,1.1966174728155,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.16716702044809,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.06232363945877,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.25804306424616,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.241379305720329,1.07099905725534,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.15660620020602,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.252873569726944,1.16210348779059,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.241379305720329,1.14367845694427,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.252873569726944,1.01182369358002,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.252873569726944,1.16251248636183,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.04807248477399,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.27768864307934,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.1921403849184,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.24687913465934,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.252873569726944,1.10410734670301,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.21047371494318,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.17680955807179,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.11405391014517,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.218390807509422,1.26486133448139,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.229885056614876,1.09690374350439,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,19.298849105835,1.17642236839064,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.5057468414307,1.17493830865664,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,19.5517234802246,1.13693865911461,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.1839065551758,1.22182589127607,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.5862083435059,1.20361696130487,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,19.9655170440674,1.27445730983313,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,19.8390808105469,1.19305463894975,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,20.5517253875732,1.21936768233988,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,19.3218402862549,1.2239786758099,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.3563213348389,1.19285743330416,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,19.8160915374756,1.15618244788659,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,19.3908042907715,1.23067334164767,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.4942531585693,1.25219135757936,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,20.7701148986816,1.27714897048139,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,1.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,19.482759475708,1.20740033593746,b'5'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,19.1264362335205,1.23676003269847,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.2988510131836,1.16679257874032,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,20.1264362335205,1.2898094926197,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,19.3793106079102,1.16752340252919,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,20.4482765197754,1.05336122686015,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,18.4827575683594,1.25694759754002,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,18.1954021453857,1.17868210759967,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,17.9310359954834,1.08016652401882,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,17.6436786651611,1.18327264295282,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,1.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,17.4482765197754,1.22635905754221,b'5'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,17.1839065551758,1.24327780033895,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,16.9425296783447,1.20619481745975,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,16.7241382598877,1.00771144837372,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,16.517240524292,1.12630849970236,b'0'
4.0,4.0,183.0,233.0,9.0,18.0,3.0,10.0,3.0,10.0,0.0,41.0,19.0,115.0,0.2,0.5,1.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,16.2873573303223,1.21647406448085,b'0'
